time,.data
2022/09/12/16:28:25.967226,5.532393694474917e-26
2022/09/12/16:28:26.183504,5.532393694474917e-26
2022/09/12/16:28:26.386684,5.532393694474917e-26
2022/09/12/16:28:26.593577,5.532393694474917e-26
2022/09/12/16:28:26.800878,5.532393694474917e-26
2022/09/12/16:28:27.011099,5.532393694474917e-26
2022/09/12/16:28:27.220694,5.532393694474917e-26
2022/09/12/16:28:27.431455,5.532393694474917e-26
2022/09/12/16:28:27.640740,5.532393694474917e-26
2022/09/12/16:28:27.850252,5.532393694474917e-26
2022/09/12/16:28:28.058345,5.532393694474917e-26
2022/09/12/16:28:28.283869,5.532393694474917e-26
2022/09/12/16:28:28.492843,5.532393694474917e-26
2022/09/12/16:28:28.701512,5.532393694474917e-26
2022/09/12/16:28:28.910585,5.532393694474917e-26
2022/09/12/16:28:29.120616,5.532393694474917e-26
2022/09/12/16:28:29.329460,5.532393694474917e-26
2022/09/12/16:28:29.537628,5.532393694474917e-26
2022/09/12/16:28:29.750788,5.532393694474917e-26
2022/09/12/16:28:29.959175,5.532393694474917e-26
2022/09/12/16:28:30.171101,5.532393694474917e-26
2022/09/12/16:28:30.376668,5.532393694474917e-26
2022/09/12/16:28:30.586619,5.532393694474917e-26
2022/09/12/16:28:30.812408,5.532393694474917e-26
2022/09/12/16:28:31.022123,5.532393694474917e-26
2022/09/12/16:28:31.229847,5.532393694474917e-26
2022/09/12/16:28:31.436994,5.532393694474917e-26
2022/09/12/16:28:31.646050,5.532393694474917e-26
2022/09/12/16:28:31.856935,1.5059879273171087e-24
2022/09/12/16:28:32.067949,5.532393694474917e-26
2022/09/12/16:28:32.277009,5.532393694474917e-26
2022/09/12/16:28:32.485683,5.532393694474917e-26
2022/09/12/16:28:32.694601,7.004979451476028e-26
2022/09/12/16:28:32.905845,5.532393694474917e-26
2022/09/12/16:28:33.113638,5.532393694474917e-26
2022/09/12/16:28:33.337984,5.532393694474917e-26
2022/09/12/16:28:33.546389,5.532393694474917e-26
2022/09/12/16:28:33.755539,1.0671178102493286
2022/09/12/16:28:33.964528,2.134004831314087
2022/09/12/16:28:34.172983,8.857763290405273
2022/09/12/16:28:34.377852,6.2661614418029785
2022/09/12/16:28:34.588291,19.536699295043945
2022/09/12/16:28:34.797136,3.662668228149414
2022/09/12/16:28:35.006547,3.7073700428009033
2022/09/12/16:28:35.215428,1.2313977479934692
2022/09/12/16:28:35.420244,3.726483106613159
2022/09/12/16:28:35.629685,1.8715075254440308
2022/09/12/16:28:35.852578,1.8715075254440308
2022/09/12/16:28:36.061734,3.262171506881714
2022/09/12/16:28:36.272094,1.8251160383224487
2022/09/12/16:28:36.480092,2.1676104068756104
2022/09/12/16:28:36.689078,2.7436304092407227
