time,.data
2022/09/07/14:52:11.246105,5.532393694474917e-26
2022/09/07/14:52:11.456736,5.532393694474917e-26
2022/09/07/14:52:11.665146,5.532393694474917e-26
2022/09/07/14:52:11.871807,5.532393694474917e-26
2022/09/07/14:52:12.083279,5.532393694474917e-26
2022/09/07/14:52:12.289671,5.532393694474917e-26
2022/09/07/14:52:12.513325,5.532393694474917e-26
2022/09/07/14:52:12.720886,5.532393694474917e-26
2022/09/07/14:52:12.928668,5.532393694474917e-26
2022/09/07/14:52:13.139488,5.532393694474917e-26
2022/09/07/14:52:13.343854,5.532393694474917e-26
2022/09/07/14:52:13.552492,5.532393694474917e-26
2022/09/07/14:52:13.757087,1.7658616304397583
2022/09/07/14:52:13.965023,8.114213943481445
2022/09/07/14:52:14.172734,11.099281311035156
2022/09/07/14:52:14.376927,5.532393694474917e-26
2022/09/07/14:52:14.584138,5.532393694474917e-26
2022/09/07/14:52:14.796114,1.570565938949585
2022/09/07/14:52:15.013962,3.319261312484741
2022/09/07/14:52:15.218623,9.525786399841309
2022/09/07/14:52:15.427734,7.41925573348999
2022/09/07/14:52:15.633877,10.935208320617676
2022/09/07/14:52:15.837105,4.538138389587402
2022/09/07/14:52:16.043268,12.833416938781738
2022/09/07/14:52:16.246999,10.138753890991211
2022/09/07/14:52:16.453798,4.4420857429504395
