time,.data
2022/09/07/15:52:32.202477,5.532393694474917e-26
2022/09/07/15:52:32.411695,5.532393694474917e-26
2022/09/07/15:52:32.620116,5.532393694474917e-26
2022/09/07/15:52:32.825772,5.532393694474917e-26
2022/09/07/15:52:33.033412,5.532393694474917e-26
2022/09/07/15:52:33.242561,1.4219551849898292e-25
2022/09/07/15:52:33.452787,5.532393694474917e-26
2022/09/07/15:52:33.660304,5.532393694474917e-26
2022/09/07/15:52:33.885310,5.532393694474917e-26
2022/09/07/15:52:34.092463,5.532393694474917e-26
2022/09/07/15:52:34.298958,5.532393694474917e-26
2022/09/07/15:52:34.509719,5.532393694474917e-26
2022/09/07/15:52:34.718444,5.532393694474917e-26
2022/09/07/15:52:34.925611,5.532393694474917e-26
2022/09/07/15:52:35.135793,5.532393694474917e-26
2022/09/07/15:52:35.339953,5.532393694474917e-26
2022/09/07/15:52:35.550220,5.532393694474917e-26
2022/09/07/15:52:35.758506,5.532393694474917e-26
2022/09/07/15:52:35.966439,5.532393694474917e-26
2022/09/07/15:52:36.176500,5.532393694474917e-26
2022/09/07/15:52:36.402051,5.532393694474917e-26
2022/09/07/15:52:36.610200,7.004979451476028e-26
2022/09/07/15:52:36.819647,5.532393694474917e-26
2022/09/07/15:52:37.027222,5.532393694474917e-26
2022/09/07/15:52:37.236160,5.532393694474917e-26
2022/09/07/15:52:37.447671,5.532393694474917e-26
2022/09/07/15:52:37.651219,5.532393694474917e-26
2022/09/07/15:52:37.854917,5.532393694474917e-26
2022/09/07/15:52:38.065638,5.532393694474917e-26
2022/09/07/15:52:38.272541,5.532393694474917e-26
2022/09/07/15:52:38.480901,5.532393694474917e-26
2022/09/07/15:52:38.691369,5.532393694474917e-26
2022/09/07/15:52:38.915201,5.532393694474917e-26
2022/09/07/15:52:39.130756,5.532393694474917e-26
2022/09/07/15:52:39.331044,2.2796778540393627e-25
2022/09/07/15:52:39.539693,5.532393694474917e-26
2022/09/07/15:52:39.747588,5.532393694474917e-26
2022/09/07/15:52:39.957455,5.532393694474917e-26
2022/09/07/15:52:40.164912,5.532393694474917e-26
2022/09/07/15:52:40.369018,5.532393694474917e-26
2022/09/07/15:52:40.577970,5.532393694474917e-26
2022/09/07/15:52:40.788654,5.532393694474917e-26
2022/09/07/15:52:40.999470,5.532393694474917e-26
2022/09/07/15:52:41.204755,5.532393694474917e-26
2022/09/07/15:52:41.430205,5.532393694474917e-26
2022/09/07/15:52:41.636940,5.532393694474917e-26
2022/09/07/15:52:41.853075,5.532393694474917e-26
