time,.data
2022/09/07/14:43:24.477147,5.532393694474917e-26
2022/09/07/14:43:24.681616,5.532393694474917e-26
2022/09/07/14:43:24.890033,5.532393694474917e-26
2022/09/07/14:43:25.100270,5.532393694474917e-26
2022/09/07/14:43:25.307419,5.532393694474917e-26
2022/09/07/14:43:25.518133,5.532393694474917e-26
2022/09/07/14:43:25.727526,5.532393694474917e-26
2022/09/07/14:43:25.947779,5.532393694474917e-26
2022/09/07/14:43:26.156227,5.532393694474917e-26
2022/09/07/14:43:26.364663,5.532393694474917e-26
2022/09/07/14:43:26.575488,5.532393694474917e-26
2022/09/07/14:43:26.783988,5.532393694474917e-26
2022/09/07/14:43:26.990825,5.532393694474917e-26
2022/09/07/14:43:27.196243,5.532393694474917e-26
2022/09/07/14:43:27.412318,5.532393694474917e-26
2022/09/07/14:43:27.613557,5.532393694474917e-26
2022/09/07/14:43:27.822687,5.532393694474917e-26
2022/09/07/14:43:28.032781,5.532393694474917e-26
2022/09/07/14:43:28.240003,5.532393694474917e-26
2022/09/07/14:43:28.464199,1.1230319989149148e-25
2022/09/07/14:43:28.670095,5.532393694474917e-26
2022/09/07/14:43:28.880321,5.532393694474917e-26
2022/09/07/14:43:29.091659,5.532393694474917e-26
2022/09/07/14:43:29.299398,5.532393694474917e-26
2022/09/07/14:43:29.503114,0.04178684204816818
2022/09/07/14:43:29.708689,2.549746513366699
2022/09/07/14:43:29.919667,2.6951656341552734
2022/09/07/14:43:30.122752,4.862401008605957
2022/09/07/14:43:30.329606,7.004979451476028e-26
2022/09/07/14:43:30.534185,2.2796778540393627e-25
2022/09/07/14:43:30.743153,5.532393694474917e-26
2022/09/07/14:43:30.967738,5.532393694474917e-26
2022/09/07/14:43:31.174698,4.4664177894592285
2022/09/07/14:43:31.377555,9.721672058105469
2022/09/07/14:43:31.584771,13.48691177368164
2022/09/07/14:43:31.788734,9.701371192932129
2022/09/07/14:43:31.989818,16.37541389465332
2022/09/07/14:43:32.193480,15.394783020019531
2022/09/07/14:43:32.399788,17.950876235961914
2022/09/07/14:43:32.603923,9.405760765075684
2022/09/07/14:43:32.808323,20.307823181152344
2022/09/07/14:43:33.013117,22.51544189453125
2022/09/07/14:43:33.217576,18.354711532592773
2022/09/07/14:43:33.418965,8.404168128967285
2022/09/07/14:43:33.640624,14.0702543258667
2022/09/07/14:43:33.843764,10.864025115966797
2022/09/07/14:43:34.049110,8.932958602905273
2022/09/07/14:43:34.253134,10.001081466674805
