time,.data
2022/09/08/12:55:22.261253,7.807678315001041e-20
2022/09/08/12:55:22.469027,7.807678315001041e-20
2022/09/08/12:55:22.677422,9.350333322025785e-20
2022/09/08/12:55:22.887211,7.807678315001041e-20
2022/09/08/12:55:23.101204,7.807678315001041e-20
2022/09/08/12:55:23.324116,7.807678315001041e-20
2022/09/08/12:55:23.536130,7.807678315001041e-20
2022/09/08/12:55:23.742985,7.807678315001041e-20
2022/09/08/12:55:23.951309,7.807678315001041e-20
2022/09/08/12:55:24.159556,7.807678315001041e-20
2022/09/08/12:55:24.368406,1.3410128013617802e-19
2022/09/08/12:55:24.579854,7.807678315001041e-20
2022/09/08/12:55:24.788251,7.807678315001041e-20
2022/09/08/12:55:24.997214,7.807678315001041e-20
2022/09/08/12:55:25.206118,7.807678315001041e-20
2022/09/08/12:55:25.417993,7.807678315001041e-20
2022/09/08/12:55:25.629575,7.807678315001041e-20
2022/09/08/12:55:25.853066,7.807678315001041e-20
2022/09/08/12:55:26.071965,7.807678315001041e-20
2022/09/08/12:55:26.269116,7.807678315001041e-20
2022/09/08/12:55:26.479831,7.807678315001041e-20
2022/09/08/12:55:26.688561,7.807678315001041e-20
2022/09/08/12:55:26.897582,7.807678315001041e-20
2022/09/08/12:55:27.107377,7.807678315001041e-20
2022/09/08/12:55:27.316077,7.807678315001041e-20
2022/09/08/12:55:27.530882,7.807678315001041e-20
2022/09/08/12:55:27.735385,7.807678315001041e-20
2022/09/08/12:55:27.940140,2.173265218734741
2022/09/08/12:55:28.150369,7.405259132385254
2022/09/08/12:55:28.372583,12.74652099609375
2022/09/08/12:55:28.576199,15.790611267089844
2022/09/08/12:55:28.779824,18.03894805908203
2022/09/08/12:55:28.984749,9.827679634094238
2022/09/08/12:55:29.194555,14.374442100524902
2022/09/08/12:55:29.399829,32.482398986816406
2022/09/08/12:55:29.605068,23.540149688720703
