time,.data
2022/09/08/12:45:37.924335,7.807678315001041e-20
2022/09/08/12:45:38.129559,7.807678315001041e-20
2022/09/08/12:45:38.339977,7.807678315001041e-20
2022/09/08/12:45:38.569307,7.807678315001041e-20
2022/09/08/12:45:38.774797,7.807678315001041e-20
2022/09/08/12:45:38.982520,7.807678315001041e-20
2022/09/08/12:45:39.190230,7.807678315001041e-20
2022/09/08/12:45:39.399589,7.807678315001041e-20
2022/09/08/12:45:39.609199,7.807678315001041e-20
2022/09/08/12:45:39.819369,7.807678315001041e-20
2022/09/08/12:45:40.025848,7.807678315001041e-20
2022/09/08/12:45:40.239143,7.807678315001041e-20
2022/09/08/12:45:40.449370,9.350333322025785e-20
2022/09/08/12:45:40.657157,7.807678315001041e-20
2022/09/08/12:45:40.865776,7.807678315001041e-20
2022/09/08/12:45:41.090334,7.807678315001041e-20
2022/09/08/12:45:41.304487,7.807678315001041e-20
2022/09/08/12:45:41.512124,7.807678315001041e-20
2022/09/08/12:45:41.718714,7.807678315001041e-20
2022/09/08/12:45:41.926893,7.807678315001041e-20
2022/09/08/12:45:42.136288,7.807678315001041e-20
2022/09/08/12:45:42.343513,7.807678315001041e-20
2022/09/08/12:45:42.556466,7.807678315001041e-20
2022/09/08/12:45:42.765386,7.807678315001041e-20
2022/09/08/12:45:42.974452,7.807678315001041e-20
2022/09/08/12:45:43.184525,7.807678315001041e-20
2022/09/08/12:45:43.393041,7.807678315001041e-20
2022/09/08/12:45:43.618963,7.807678315001041e-20
2022/09/08/12:45:43.827823,6.748815728485624e-09
2022/09/08/12:45:44.035819,8.73538589477539
2022/09/08/12:45:44.240852,10.749053955078125
2022/09/08/12:45:44.447171,11.84486198425293
2022/09/08/12:45:44.657338,13.255094528198242
2022/09/08/12:45:44.855084,14.839112281799316
2022/09/08/12:45:45.065737,16.30976676940918
2022/09/08/12:45:45.268861,11.36678409576416
2022/09/08/12:45:45.476170,16.305784225463867
2022/09/08/12:45:45.681357,15.264902114868164
2022/09/08/12:45:45.887676,9.506582260131836
2022/09/08/12:45:46.094792,9.505566596984863
2022/09/08/12:45:46.314951,15.245814323425293
2022/09/08/12:45:46.520537,15.981377601623535
2022/09/08/12:45:46.729031,13.080693244934082
2022/09/08/12:45:46.933111,13.985223770141602
