time,.data
2022/09/12/17:01:54.500587,5.532393694474917e-26
2022/09/12/17:01:54.709765,5.532393694474917e-26
2022/09/12/17:01:54.922145,5.532393694474917e-26
2022/09/12/17:01:55.130216,5.532393694474917e-26
2022/09/12/17:01:55.338320,5.532393694474917e-26
2022/09/12/17:01:55.548697,5.532393694474917e-26
2022/09/12/17:01:55.756305,5.532393694474917e-26
2022/09/12/17:01:55.965664,5.532393694474917e-26
2022/09/12/17:01:56.180216,5.532393694474917e-26
2022/09/12/17:01:56.382297,5.532393694474917e-26
2022/09/12/17:01:56.593680,5.532393694474917e-26
2022/09/12/17:01:56.801086,5.532393694474917e-26
2022/09/12/17:01:57.025850,5.532393694474917e-26
2022/09/12/17:01:57.239045,5.532393694474917e-26
2022/09/12/17:01:57.449542,5.532393694474917e-26
2022/09/12/17:01:57.656620,5.532393694474917e-26
2022/09/12/17:01:57.867035,5.532393694474917e-26
2022/09/12/17:01:58.073917,5.532393694474917e-26
2022/09/12/17:01:58.285129,5.532393694474917e-26
2022/09/12/17:01:58.494299,5.532393694474917e-26
2022/09/12/17:01:58.701971,5.532393694474917e-26
2022/09/12/17:01:58.913824,5.532393694474917e-26
2022/09/12/17:01:59.119889,5.532393694474917e-26
2022/09/12/17:01:59.327580,5.532393694474917e-26
2022/09/12/17:01:59.552973,5.532393694474917e-26
2022/09/12/17:01:59.767645,5.532393694474917e-26
2022/09/12/17:01:59.974695,5.532393694474917e-26
2022/09/12/17:02:00.183514,5.532393694474917e-26
2022/09/12/17:02:00.394237,5.532393694474917e-26
2022/09/12/17:02:00.601015,5.532393694474917e-26
2022/09/12/17:02:00.812131,5.532393694474917e-26
2022/09/12/17:02:01.019267,5.532393694474917e-26
2022/09/12/17:02:01.229794,5.532393694474917e-26
2022/09/12/17:02:01.438870,5.532393694474917e-26
2022/09/12/17:02:01.646121,5.532393694474917e-26
2022/09/12/17:02:01.855786,5.532393694474917e-26
2022/09/12/17:02:02.086394,5.532393694474917e-26
2022/09/12/17:02:02.294737,5.532393694474917e-26
2022/09/12/17:02:02.502056,5.532393694474917e-26
2022/09/12/17:02:02.710681,5.532393694474917e-26
2022/09/12/17:02:02.919376,5.532393694474917e-26
2022/09/12/17:02:03.130285,5.532393694474917e-26
2022/09/12/17:02:03.338708,5.532393694474917e-26
2022/09/12/17:02:03.547722,5.532393694474917e-26
2022/09/12/17:02:03.756387,5.532393694474917e-26
2022/09/12/17:02:03.964332,5.532393694474917e-26
2022/09/12/17:02:04.174969,5.532393694474917e-26
2022/09/12/17:02:04.382912,5.532393694474917e-26
2022/09/12/17:02:04.610946,5.532393694474917e-26
2022/09/12/17:02:04.821442,5.532393694474917e-26
2022/09/12/17:02:05.030643,5.532393694474917e-26
2022/09/12/17:02:05.240282,5.532393694474917e-26
2022/09/12/17:02:05.446276,5.532393694474917e-26
2022/09/12/17:02:05.656473,5.532393694474917e-26
2022/09/12/17:02:05.865709,5.532393694474917e-26
2022/09/12/17:02:06.074191,4.62759020422808e-25
2022/09/12/17:02:06.282377,5.532393694474917e-26
2022/09/12/17:02:06.493162,5.532393694474917e-26
2022/09/12/17:02:06.699684,5.532393694474917e-26
2022/09/12/17:02:06.912603,1.1230319989149148e-25
2022/09/12/17:02:07.137768,5.532393694474917e-26
2022/09/12/17:02:07.346884,5.532393694474917e-26
2022/09/12/17:02:07.555960,5.532393694474917e-26
2022/09/12/17:02:07.764480,5.532393694474917e-26
2022/09/12/17:02:07.973380,5.532393694474917e-26
2022/09/12/17:02:08.182373,0.7994416356086731
2022/09/12/17:02:08.391287,2.606590509414673
2022/09/12/17:02:08.596191,1.3060842752456665
2022/09/12/17:02:08.805325,3.40415096282959
2022/09/12/17:02:09.013704,3.5435938835144043
2022/09/12/17:02:09.224115,5.604793071746826
2022/09/12/17:02:09.431567,2.0642178058624268
2022/09/12/17:02:09.658010,0.3551265597343445
2022/09/12/17:02:09.867184,5.532393694474917e-26
2022/09/12/17:02:10.074947,4.285724788062161e-23
2022/09/12/17:02:10.283668,5.532393694474917e-26
2022/09/12/17:02:10.492599,5.532393694474917e-26
2022/09/12/17:02:10.701961,5.532393694474917e-26
2022/09/12/17:02:10.912305,5.532393694474917e-26
2022/09/12/17:02:11.119206,5.532393694474917e-26
2022/09/12/17:02:11.328036,3.5708323821130452e-25
2022/09/12/17:02:11.537430,7.206806925626979e-25
2022/09/12/17:02:11.751592,2.9291305595812334e-20
